platform	course_id	course_name	course_category
P	p-1950	Cisco Data Center Core: Configuring and Managing a Cisco Data Center Lab	IT Infrastructure
P	p-1951	"Threats, Attacks, and Vulnerabilities for CompTIA Security+"	Security
P	p-1952	Fundamentals of Storage Virtualization	IT Infrastructure
P	p-1953	Microsoft Word (2016): Essentials	Business Professional
P	p-1954	Getting Started with AWS Athena	Data
P	p-1955	OCP 12c Performing Backup and Recovery Using New Features of RMAN	Data
P	p-1956	Automating Deployment in Amazon EC2 with Ansible	IT Infrastructure
P	p-1957	Managing Ansible with Red Hat Ansible Tower	IT Infrastructure
P	p-1958	Learning RxJS Operators by Example Playbook	Web Development
P	p-1959	Deploying Applications to Red Hat OpenShift Container Platform	"Languages, Frameworks, and Tools"
P	p-1960	Configuring Application Builds in Red Hat OpenShift Container Platform	"Languages, Frameworks, and Tools"
P	p-1961	"Building a Cisco SIP URI-based Dial Plan with ILS, SME, and Unified Mobility"	IT Infrastructure
P	p-1962	Learning Programs & Burritos; How the â€œBuild Your Ownâ€ Concept Can Work in Tech Learning	"Languages, Frameworks, and Tools"
P	p-1963	Create and Manage Stacks with AWS CloudFormation Using the Command Line Interface	Cloud
P	p-1964	LPI: Linux Essentials (010-150)	IT Infrastructure
P	p-1965	Object-oriented Programming in JavaScript - ES6	"Languages, Frameworks, and Tools"
P	p-1966	Essential Google Cloud Infrastructure: Foundation	Cloud
P	p-1967	CCSPÂ®: Cloud Architecture and Concepts	Security
P	p-1968	Create Couchbase Nodes and Buckets	Data
P	p-1969	Java EE 7 Fundamentals	"Languages, Frameworks, and Tools"
P	p-1970	Information Classification	Security
P	p-1971	Python Desktop Application Development	"Languages, Frameworks, and Tools"
P	p-1972	Building Real-time Applications with Socket.io	Web Development
P	p-1973	Getting Started with Snort	Security
P	p-1974	Indexing Data in Elasticsearch	Data
P	p-1975	"Introduction to OAuth2, OpenID Connect and JSON Web Tokens (JWT)"	Security
P	p-1976	OAuth 2.0 and OpenID Connect (In Plain English)	Security
P	p-1977	Managing Docker Images	IT Infrastructure
P	p-1978	"Maintaining, Monitoring and Troubleshooting Kubernetes"	IT Infrastructure
P	p-1979	Testing Security Controls and Detecting Vulnerabilities with Nmap	Security
P	p-1980	Introducing Kudo: Kubernetes Operators the Easy Way	IT Infrastructure
P	p-1981	ISO/IEC 27001 Information Security: The Big Picture	Security
P	p-1982	Photoshop CC Fundamentals	Creative
P	p-1983	Fundamentals of Digital Drawing in Photoshop	Creative
P	p-1984	Getting Started with JSON in C# Using Json.NET	"Languages, Frameworks, and Tools"
P	p-1985	Hybrid Cloud Service Mesh with Anthos	Cloud
P	p-1986	How to Speak to Business Leaders	Technology Leadership
P	p-1987	Exploring Product Business Foundations	Business Professional
P	p-1988	Learn to Program with C++	"Languages, Frameworks, and Tools"
P	p-1989	Threat Hunting with Yara	Security
P	p-1990	Analyzing Text on AWS with Amazon Comprehend	Cloud
P	p-1991	Creating Shell Scripts in Enterprise Linux	IT Infrastructure
P	p-1992	Designing and Implementing Solutions Using Google Cloud AutoML	Cloud
P	p-1993	Orchestration and Automation: The Big Picture	IT Infrastructure
P	p-1994	Getting Started with Swagger Tools	"Languages, Frameworks, and Tools"
P	p-1995	CCSPÂ®: Cloud Data and Security Lifecycle	Security
P	p-1996	On Premises Installation and Fundamentals with Google Cloud's Apigee API Platform	Cloud
P	p-1997	Cisco Data Center Core: Implementing Automation	IT Infrastructure
P	p-1998	Cisco Data Center Core: 350-601 Exam Prep	IT Infrastructure
P	p-1999	Automating Container Management with Ansible	IT Infrastructure
P	p-2000	Building End-to-end Machine Learning Workflows with Kubeflow	Data
P	p-2001	AWS VPC Operations	Cloud
P	p-2002	Flask: Getting Started	Web Development
P	p-2003	Architecting Big Data Solutions Using Google Dataproc	Cloud
P	p-2004	Data Mining and the Analytics Workflow	Data
P	p-2005	Cryptography and PKI for CompTIA Security+	Security
P	p-2006	MySQL Indexing for Performance	Data
P	p-2007	Amazon Neptune Service Introduction	Cloud
P	p-2008	Building Highly Connected Applications using Amazon Neptune	Cloud
P	p-2009	Troubleshooting Slow Networks with Wireshark	IT Infrastructure
P	p-2010	Loading Data into Excel	Business Professional
P	p-2011	Server Administration for CompTIA Server+ (SK0-004)	IT Infrastructure
P	p-2012	Kubernetes Un-scaried	IT Infrastructure
P	p-2013	gRPC on Kubernetes	IT Infrastructure
P	p-2014	Creating and Managing Serverless Deployments with Knative and Jenkins X	IT Infrastructure
P	p-2015	"Istio is Faster, Smaller, and Easier Than Ever Before"	"Languages, Frameworks, and Tools"
P	p-2016	Implementing Pub/Sub Messaging with Amazon SNS	Cloud
P	p-2017	Juniper Networks JNCIA-Junos: User Interfaces	IT Infrastructure
P	p-2018	Protocol Deep Dive: EIGRP	IT Infrastructure
P	p-2019	Presenting to the Boss(es)	Technology Leadership
P	p-2020	Interpreting Data with Statistical Models	Data
P	p-2021	Introduction to Versioning Environments With Vagrant	IT Infrastructure
P	p-2022	1969 Moon Landing: The Code of the Apollo 11 Guidance Computer (AGC)	"Languages, Frameworks, and Tools"
P	p-2023	AWS Certified Cloud Practitioner: All You Need to Know	Cloud
P	p-2024	Getting Started with VMware PowerCLI and Automation	IT Infrastructure
P	p-2025	Build Your First Data Visualization with Pygal	Data
P	p-2026	MySQL Query Optimization and Performance Tuning	Data
P	p-2027	D3.js Data Visualization Fundamentals	Data
P	p-2028	3 Common Pitfalls in Microservice Integration and How to Avoid Them	"Languages, Frameworks, and Tools"
P	p-2029	Angular Best Practices	Web Development
P	p-2030	Building Microservices REST APIs Using Spring Data REST	"Languages, Frameworks, and Tools"
P	p-2031	Virtualization: The Big Picture	IT Infrastructure
P	p-2032	Fundamentals of Cloud Computing	Cloud
P	p-2033	Building Data-driven Apps with AWS AppSync	Cloud
P	p-2034	Getting Started with Nmap	Security
P	p-2035	Introduction to AWS IoT	Cloud
P	p-2036	Introduction to Amazon Simple Notification Service (SNS)	Cloud
P	p-2037	Introduction to Amazon Simple Queue Service (SQS)	Cloud
P	p-2038	C# Design Patterns: Facade	"Languages, Frameworks, and Tools"
P	p-2039	C# Design Patterns: Decorator	"Languages, Frameworks, and Tools"
P	p-2040	Motion Design with CSS	"Languages, Frameworks, and Tools"
P	p-2041	Java Fundamentals: Exception Handling	"Languages, Frameworks, and Tools"
P	p-2042	Cleaning Data: Python Data Playbook	Data
P	p-2043	How to Build a Fully Autonomous Card Fraud Detection System	Cloud
P	p-2044	Introduction to VMware vCloud Automation Center (vCAC)	IT Infrastructure
P	p-2045	Career Management 2.0	Technology Leadership
P	p-2046	Foundations of Document Databases with MongoDB	Data
P	p-2047	Kubernetes for Developers: Moving from Docker Compose to Kubernetes	IT Infrastructure
P	p-2048	Exploring Go Modules	"Languages, Frameworks, and Tools"
P	p-2049	Git Back to Basics: CodeMash	"Languages, Frameworks, and Tools"
P	p-2050	Scraping Your First Web Page with Python	Data
P	p-2051	Scala for Java Developers	"Languages, Frameworks, and Tools"
P	p-2052	"PMI-ACPÂ®: Agile Estimation, Metrics, and Risk Management (4 of 11)"	Project Management
P	p-2053	Swift Fundamentals	"Languages, Frameworks, and Tools"
P	p-2054	Understanding Agile at a Deeper Level	Project Management
P	p-2055	Windows Internals	IT Infrastructure
P	p-2056	Windows Internals 2	IT Infrastructure
P	p-2057	The Next Generation of Data Architecture	Data
P	p-2058	"Cisco CCNA Data Center: Unified Fabric, UCS, & Network Services"	IT Infrastructure
P	p-2059	"Kafka: Build, Deploy, and Monitor Your First Real-world Application"	Data
P	p-2060	Architecting Web Applications with Spring	"Languages, Frameworks, and Tools"
P	p-2061	Designing Infrastructure Deployment on AWS	Cloud
P	p-2062	Managing AWS Operations	Cloud
P	p-2063	Core Python: Hashing and More Collections	"Languages, Frameworks, and Tools"
P	p-2064	Introduction to the Linux Essentials 010-160 Exam	IT Infrastructure
P	p-2065	Getting Started with Android Development	Mobile Application Development
P	p-2066	"Python, The World Beyond Scripting: CodeMash"	"Languages, Frameworks, and Tools"
P	p-2067	Django Deployment and Maintenance	Web Development
P	p-2068	Avoiding Common Writing Mistakes	Technology Leadership
P	p-2069	Predictive Analytics with PyTorch	Data
P	p-2070	Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals	IT Infrastructure
P	p-2071	Storytelling with Tableau	Data
P	p-2072	The Future of Python	"Languages, Frameworks, and Tools"
P	p-2073	Alteryx Designer: Getting Started	Data
P	p-2074	The Information Systems Auditing Process: Audit Planning	Security
P	p-2075	Java: BDD Fundamentals	"Languages, Frameworks, and Tools"
P	p-2076	Software-Defined Perimeter (SDP): Leveraging Zero Trust to Create a New Network and Security Architecture	Security
P	p-2077	Introduction to CSS	"Languages, Frameworks, and Tools"
P	p-2078	Java Fundamentals: Collections	"Languages, Frameworks, and Tools"
P	p-2079	Java Fundamentals: The Java Language	"Languages, Frameworks, and Tools"
P	p-2080	Designing Computing for Cisco Data Center Infrastructure	IT Infrastructure
P	p-2081	Designing Event-driven Applications Using Apache Kafka Ecosystem	Data
P	p-2082	Red Hat Enterprise Linux Storage Fundamentals	IT Infrastructure
P	p-2083	Command and Control with PoshC2	Security
P	p-2084	Protocol Deep Dive: TCP and UDP	IT Infrastructure
P	p-2085	Managing Kubernetes Controllers and Deployments	IT Infrastructure
P	p-2086	Designing Immutable Infrastructure with Packer	IT Infrastructure
P	p-2087	Azure Kubernetes Service (AKS) â€“ The Big Picture	Cloud
P	p-2088	MySQL Fundamentals	Data
P	p-2089	Network Fundamentals and Protocols	Security
P	p-2090	"Optimizing Fields, Tags, and Event Types in Splunk"	Security
P	p-2091	Git Fundamentals	"Languages, Frameworks, and Tools"
P	p-2092	Computer Fundamentals: Operating Systems	IT Infrastructure
P	p-2093	Building a Voice-enabled Serverless Website with AWS Polly	Cloud
P	p-2094	What's New in Visual Studio 2019	"Languages, Frameworks, and Tools"
P	p-2095	Creating and Managing Your First Couchbase Cluster	Data
P	p-2096	Mastering Java Swing - Part 1	"Languages, Frameworks, and Tools"
P	p-2097	Design Patterns in Java: Behavioral	"Languages, Frameworks, and Tools"
P	p-2098	C# Fundamentals	"Languages, Frameworks, and Tools"
P	p-2099	Practical Encryption and Cryptography Using Python	Security
P	p-2100	Migrating Python 2 to Python 3	"Languages, Frameworks, and Tools"
P	p-2101	Getting Started with HashiCorp Vault	IT Infrastructure
P	p-2102	Manage Couchbase Servers and Clusters	Data
P	p-2103	Monitor Couchbase Clusters	Data
P	p-2104	Modeling Streaming Data for Processing with Apache Beam	Data
P	p-2105	Exploring the Apache Beam SDK for Modeling Streaming Data for Processing	Data
P	p-2106	Demystifying the AWS Certified SysOps Administrator: Associate Exam	Cloud
P	p-2107	Modernizing Data Lakes and Data Warehouses with GCP	Data
P	p-2108	Administering an Elasticsearch Cluster	IT Infrastructure
P	p-2109	Site Reliability Engineering: Measuring and Managing Reliability	IT Infrastructure
P	p-2110	"App Deployment, Debugging, and Performance"	"Languages, Frameworks, and Tools"
P	p-2111	Protocol Deep Dive: Address Resolution Protocol (ARP)	IT Infrastructure
P	p-2112	Implementing Monte Carlo Method in R	"Languages, Frameworks, and Tools"
P	p-2113	Five Essential Tools for Building REST APIs	Web Development
P	p-2114	Documenting an ASP.NET Core API with OpenAPI / Swagger	Web Development
P	p-2115	PRINCE2Â® - The Business Case Theme	Project Management
P	p-2116	Architecting for Performance Efficiency on AWS	Cloud
P	p-2117	HTTP/2 Fundamentals	IT Infrastructure
P	p-2118	Reliable Cloud Infrastructure - Design and Process	Cloud
P	p-2119	Containerizing a Software Application with Docker	IT Infrastructure
P	p-2120	TDD with Spring and JUnit 5	"Languages, Frameworks, and Tools"
P	p-2121	Deep Learning with Keras	Data
P	p-2122	"Build, Train, and Deploy Your First Neural Network with TensorFlow"	Data
P	p-2123	The Fundamentals of Scaling Agile	Project Management
P	p-2124	Event Processing without Breaking Production: CodeMash	"Languages, Frameworks, and Tools"
P	p-2125	Introduction to Data Structures and Algorithms in C++	"Languages, Frameworks, and Tools"
P	p-2126	Accelerated Introduction to C++	"Languages, Frameworks, and Tools"
P	p-2127	"Wireshark Traffic Analysis: Customizing the Interface, ARP, ICMP, and DNS"	IT Infrastructure
P	p-2128	SEO Fundamentals	Professional Development
P	p-2129	Installing and Configuring Splunk	Security
P	p-2130	"Cisco CCNA Data Center: Nexus, Advanced Switching & SAN"	IT Infrastructure
P	p-2131	Exploring a Product Management Career	Technology Leadership
P	p-2132	"Front-End Web Development Quick Start With HTML5, CSS, and JavaScript"	"Languages, Frameworks, and Tools"
P	p-2133	Deploying Serverless Applications in AWS Using the Serverless Application Model	Cloud
P	p-2134	Bootstrap: Getting Started	Web Development
P	p-2135	Building Applications with React and Flux	Web Development
P	p-2136	Designing Cisco Wireless Networks: Mobility	IT Infrastructure
P	p-2137	Building Knowledge Graphs with Python	"Languages, Frameworks, and Tools"
P	p-2138	AWS Foundations: Getting Started with the AWS Cloud Essentials	Cloud
P	p-2139	After Effects CC With Cinema 4D Lite	Creative
P	p-2140	Java Fundamentals: The Java Reflection API Method Handles	"Languages, Frameworks, and Tools"
P	p-2141	Algorithms and Data Structures - Part 2	Data
P	p-2142	Continuous Monitoring: The Big Picture	IT Infrastructure
P	p-2143	Agile Team Practices with Scrum	Project Management
P	p-2144	JUnit 5 Fundamentals	"Languages, Frameworks, and Tools"
P	p-2145	Getting Started with NetApp ONTAP	IT Infrastructure
P	p-2146	Play by Play: OWASP Top 10 2017	Security
P	p-2147	Getting Productive with Chef Cookbooks	IT Infrastructure
P	p-2148	Using Cisco VIRL for CCENT and CCNA Studies	IT Infrastructure
P	p-2149	Introduction to Microsoft Cloud Services	IT Infrastructure
P	p-2150	Risk Management for CompTIA Security+	Security
P	p-2151	Getting Started with NLP Deep Learning Using PyTorch and fastai	Data
P	p-2152	Developing Spark Applications with Python & Cloudera	Data
P	p-2153	Pivot Tables for Excel 2016	Business Professional
P	p-2154	"Core Python: Implementing Iterators, Iterables and Collections"	"Languages, Frameworks, and Tools"
P	p-2155	Red Hat Enterprise Linux 6 Booting and Runlevels	IT Infrastructure
P	p-2156	Getting Started with Mockito	"Languages, Frameworks, and Tools"
P	p-2157	DevOps on AWS: Getting Started	Cloud
P	p-2158	AngularJS: Get Started	Web Development
P	p-2159	Penetration Testing Automation Using Python and Kali Linux	Security
P	p-2160	Code School: Mastering GitHub	"Languages, Frameworks, and Tools"
P	p-2161	Functional Programming: The Big Picture	"Languages, Frameworks, and Tools"
P	p-2162	"Building Reports, Dashboards, and Alerts in Splunk"	IT Infrastructure
P	p-2163	Designing Cisco Wireless Networks: Wired and Wireless Infrastructure	IT Infrastructure
P	p-2164	How to Create a Mature Cloud Practice	Cloud
P	p-2165	 Cisco SD-WAN: Deploying the Solution	IT Infrastructure
P	p-2166	Digital Realities - The Big Picture	Creative
P	p-2167	Getting Started Unit Testing with JUnit 5	"Languages, Frameworks, and Tools"
P	p-2168	Implementing a Test Pyramid Strategy in Java	"Languages, Frameworks, and Tools"
P	p-2169	Using IIS as a Developer	IT Infrastructure
P	p-2170	Cloud Journey - All You Need to Know You Learned in Kindergarten	Cloud
P	p-2171	Introduction to Amazon Elastic Compute Cloud (EC2)	Cloud
P	p-2172	The Technical Business Analyst	Project Management
P	p-2173	Foundations of PyTorch	Data
